filepath,relative_path,device_type,damage_status,top_level_folder,has_damage_label,has_device_type_label,device_type_label_source,is_defect_folder,is_standard_device_image,is_defect_challenge,is_augmented,source_relative_path
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_033.jpg,device 2/2_aug_033.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_034.jpg,device 2/2_1_aug_034.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_035.jpg,device 2/3_aug_035.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_036.jpg,device 2/3_1_aug_036.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_037.jpg,device 2/1_aug_037.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_038.jpg,device 2/1_1_aug_038.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_039.jpg,device 2/2_aug_039.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_040.jpg,device 2/2_1_aug_040.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_041.jpg,device 2/3_aug_041.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_042.jpg,device 2/3_1_aug_042.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_043.jpg,device 2/1_aug_043.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_044.jpg,device 2/1_1_aug_044.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_045.jpg,device 2/2_aug_045.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_046.jpg,device 2/2_1_aug_046.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_047.jpg,device 2/3_aug_047.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_048.jpg,device 2/3_1_aug_048.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_049.jpg,device 2/1_aug_049.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_050.jpg,device 2/1_1_aug_050.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_051.jpg,device 2/2_aug_051.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_052.jpg,device 2/2_1_aug_052.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_053.jpg,device 2/3_aug_053.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_054.jpg,device 2/3_1_aug_054.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_055.jpg,device 2/1_aug_055.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_056.jpg,device 2/1_1_aug_056.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_057.jpg,device 2/2_aug_057.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_058.jpg,device 2/2_1_aug_058.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_059.jpg,device 2/3_aug_059.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_060.jpg,device 2/3_1_aug_060.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_061.jpg,device 2/1_aug_061.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_062.jpg,device 2/1_1_aug_062.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_063.jpg,device 2/2_aug_063.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_064.jpg,device 2/2_1_aug_064.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_065.jpg,device 2/3_aug_065.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_066.jpg,device 2/3_1_aug_066.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_067.jpg,device 2/1_aug_067.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_068.jpg,device 2/1_1_aug_068.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_069.jpg,device 2/2_aug_069.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_070.jpg,device 2/2_1_aug_070.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_071.jpg,device 2/3_aug_071.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_072.jpg,device 2/3_1_aug_072.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_073.jpg,device 2/1_aug_073.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_074.jpg,device 2/1_1_aug_074.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_075.jpg,device 2/2_aug_075.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_076.jpg,device 2/2_1_aug_076.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_077.jpg,device 2/3_aug_077.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_078.jpg,device 2/3_1_aug_078.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_079.jpg,device 2/1_aug_079.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_080.jpg,device 2/1_1_aug_080.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_081.jpg,device 2/2_aug_081.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_082.jpg,device 2/2_1_aug_082.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_083.jpg,device 2/3_aug_083.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_084.jpg,device 2/3_1_aug_084.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_085.jpg,device 2/1_aug_085.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_086.jpg,device 2/1_1_aug_086.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_087.jpg,device 2/2_aug_087.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_088.jpg,device 2/2_1_aug_088.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_089.jpg,device 2/3_aug_089.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_090.jpg,device 2/3_1_aug_090.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_091.jpg,device 2/1_aug_091.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_092.jpg,device 2/1_1_aug_092.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_093.jpg,device 2/2_aug_093.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_094.jpg,device 2/2_1_aug_094.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_095.jpg,device 2/3_aug_095.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_096.jpg,device 2/3_1_aug_096.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_097.jpg,device 2/1_aug_097.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_098.jpg,device 2/1_1_aug_098.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_099.jpg,device 2/2_aug_099.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_100.jpg,device 2/2_1_aug_100.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_101.jpg,device 2/3_aug_101.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_102.jpg,device 2/3_1_aug_102.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_103.jpg,device 2/1_aug_103.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_104.jpg,device 2/1_1_aug_104.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_105.jpg,device 2/2_aug_105.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_106.jpg,device 2/2_1_aug_106.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_107.jpg,device 2/3_aug_107.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_108.jpg,device 2/3_1_aug_108.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_109.jpg,device 2/1_aug_109.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_110.jpg,device 2/1_1_aug_110.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_111.jpg,device 2/2_aug_111.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_112.jpg,device 2/2_1_aug_112.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
