filepath,relative_path,device_type,damage_status,top_level_folder,has_damage_label,has_device_type_label,device_type_label_source,is_defect_folder,is_standard_device_image,is_defect_challenge,is_augmented,source_relative_path
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\device 3\stitching\Captured 8.png,device 3/stitching/Captured 8.png,device 3,Not-Damaged,device 3,True,True,folder-or-metadata,False,True,False,False,device 3/stitching/Captured 8.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\device 3\stitching\Captured 9.png,device 3/stitching/Captured 9.png,device 3,Not-Damaged,device 3,True,True,folder-or-metadata,False,True,False,False,device 3/stitching/Captured 9.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\device 3\stitching\Captured.png,device 3/stitching/Captured.png,device 3,Not-Damaged,device 3,True,True,folder-or-metadata,False,True,False,False,device 3/stitching/Captured.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\device 3\stitching\Frozen.png,device 3/stitching/Frozen.png,device 3,Not-Damaged,device 3,True,True,folder-or-metadata,False,True,False,False,device 3/stitching/Frozen.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\Defect\1.png,Defect/1.png,device1,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\Defect\10.png,Defect/10.png,device 10,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/10.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\Defect\2.png,Defect/2.png,device 2,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\Defect\3.png,Defect/3.png,device 3,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\Defect\4.png,Defect/4.png,device 4,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/4.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\Defect\5.png,Defect/5.png,device 5,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/5.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\Defect\6.png,Defect/6.png,device 6,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/6.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\Defect\7.png,Defect/7.png,device 7,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/7.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\Defect\8.png,Defect/8.png,device 8,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/8.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Defect_Localization_Images\Defect\9.png,Defect/9.png,device 9,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/9.png
